id,departure,destination,startStation,endStation,journey,distance
1729.1315.A,Thái Bình,Hà Nội,Bồng Tiên,Nước Ngầm,BX Bồng Tiên - ĐT220 - QL10 - QL21 - QL1A - Cao tốc Pháp Vân Cầu Giẽ - BX Nước Ngầm,108
1729.1316.A,Thái Bình,Hà Nội,Bồng Tiên,Yên Nghĩa,BX Bồng Tiên - ĐT220B - QL10 - QL21 - Cao tốc Pháp Vân Cầu Giẽ - BX Yên Nghĩa,130
1729.1317.A,Thái Bình,Hà Nội,Bồng Tiên,Sơn Tây,BX Bồng Tiên - ĐT220B - QL10 - QL21 - Phủ Lý - QL21 - Đường Hồ Chí Minh - Ngã ba Xuân Mai - QL21 - BX Sơn Tây,140
1729.1511.A,Thái Bình,Hà Nội,Huyện Thái Thụy,Giáp Bát,BX Huyện Thái Thụy - QL39 - QL10 - Đ Long Hưng - Đ Trần Thái Tông - Đ Hùng Vương - QL21 - QL1 - CT Pháp Vân Cầu Giẽ - Đ Giải Phóng - BX Giáp Bát,123
1729.1512.A,Thái Bình,Hà Nội,Huyện Thái Thụy,Gia Lâm,BX Huyện Thái Thụy - QL39 - ĐT456 - QL39 - QL10 - QL39 - QL5 - BX Gia Lâm,115
1729.1515.A,Thái Bình,Hà Nội,Huyện Thái Thụy,Nước Ngầm,BX Huyện Thái Thụy - QL39 - QL10 - Long Hưng - Trần Thái Tông - Hùng Vương - QL21 - QL1 - Pháp Vân Cầu Giẽ - BX Nước Ngầm,141
1729.1515.B,Thái Bình,Hà Nội,Huyện Thái Thụy,Nước Ngầm,BX Huyện Thái Thụy - QL39 - QL10 - QL39 - cầu Yên Lệnh - cao tốc - BX Nước Ngầm,141
1729.1515.C,Thái Bình,Hà Nội,Huyện Thái Thụy,Nước Ngầm,BX Huyện Thái Thụy - QL39 - QL10 - QL39 - cầu Thanh Trì - Yên Sở - BX Nước Ngầm,141
1729.1516.A,Thái Bình,Hà Nội,Huyện Thái Thụy,Yên Nghĩa,BX Huyện Thái Thụy - QL39 - QL10 - QL21 - Cao tốc (Cầu Giẽ - Ninh Bình) - Cao tốc (Pháp Vân - Cầu Giẽ) - Ngọc Hồi - Phan Trọng Tuệ - cầu Bươu - Phùng Hưng - Phú La - Văn Phú - Quang Trung - QL6 - BX Yên Nghĩa,128
1729.1516.B,Thái Bình,Hà Nội,Huyện Thái Thụy,Yên Nghĩa,BX Huyện Thái Thụy - QL39 - QL10 - QL39 - QL5 - cầu Thanh Trì - BX Yên Nghĩa,140
1729.1517.A,Thái Bình,Hà Nội,Huyện Thái Thụy,Sơn Tây,BX Huyện Thái Thụy - QL39 - QL10 - QL21 - Phủ Lý - QL21 -Đường Hồ Chí Minh - Ngã ba Xuân Mai - QL21 - BX Sơn Tây,157
1729.1611.A,Thái Bình,Hà Nội,Huyện Đông Hưng,Giáp Bát,BX Huyện Đông Hưng - QL10 - QL21 - QL1 - Pháp Vân Cầu Giẽ - Giải Phóng - BX Giáp Bát,114
1729.1612.A,Thái Bình,Hà Nội,Huyện Đông Hưng,Gia Lâm,BX Huyện Đông Hưng - QL10 - QL39 - QL5 - BX Gia Lâm,120
1729.1615.A,Thái Bình,Hà Nội,Huyện Đông Hưng,Nước Ngầm,BX Huyện Đông Hưng - QL10 - QL21 - QL1 - Pháp Vân Cầu Giẽ - BX Nước Ngầm,116
1729.1615.B,Thái Bình,Hà Nội,Huyện Đông Hưng,Nước Ngầm,BX Huyện Đông Hưng - QL10 - QL39 - QL5 - Cầu Thanh Trì - BX Nước Ngầm,124
1729.1616.A,Thái Bình,Hà Nội,Huyện Đông Hưng,Yên Nghĩa,BX Huyện Đông Hưng - QL10 - QL21 - QL1 - Pháp Vân Cầu Giẽ - BX Yên Nghĩa,115
1729.1616.B,Thái Bình,Hà Nội,Huyện Đông Hưng,Yên Nghĩa,BX Huyện Đông Hưng - QL10 - QL39 - QL5 - Cầu Thanh Trì - Đường vành đai 3 - BX Yên Nghĩa,121
1729.1617.A,Thái Bình,Hà Nội,Huyện Đông Hưng,Sơn Tây,BX Huyện Đông Hưng - QL10 - QL21 - Phủ Lý - QL21 - Đường Hồ Chí Minh - Ngã ba Xuân Mai - QL21 - BX Sơn Tây,160
1729.1711.A,Thái Bình,Hà Nội,QuǶnh Côi,Giáp Bát,BX QuǶnh Côi - ĐT458 - QL10 - QL21 - QL1 - Pháp Vân cầu Giẽ - Giải Phóng - BX Giáp Bát,126
1729.1712.A,Thái Bình,Hà Nội,QuǶnh Côi,Gia Lâm,BX QuǶnh Côi - ĐT217 - QL10 - QL39 - QL5 - BX Gia Lâm,89
1729.1715.A,Thái Bình,Hà Nội,QuǶnh Côi,Nước Ngầm,BX QuǶnh Côi - TL217 - QL39 - QL5 - Cầu Thanh Trì - Yên Sở - Pháp Vân - BX Nước Ngầm,123
1729.1715.B,Thái Bình,Hà Nội,QuǶnh Côi,Nước Ngầm,BX QuǶnh Côi - ĐT217 - QL39 - Cầu Yên Lệnh - Cao tốc Cầu Giẽ Pháp Vân - BX Nước Ngầm,69
1729.1715.C,Thái Bình,Hà Nội,QuǶnh Côi,Nước Ngầm,BX QuǶnh Côi - ĐT224 - QL39 - QL38 - QL1 - Pháp Vân - BX Nước Ngầm,69
1729.1715.D,Thái Bình,Hà Nội,QuǶnh Côi,Nước Ngầm,BX QuǶnh Côi - ĐT217 - QL10 - QL21 - QL1 - Pháp Vân Cầu Giẽ - BX Nước Ngầm,69
1729.1716.A,Thái Bình,Hà Nội,QuǶnh Côi,Yên Nghĩa,BX QuǶnh Côi - ĐT217 - QL10 - QL39 - QL5 - cầu Thanh Trì - BX Yên Nghĩa,95
1729.1716.B,Thái Bình,Hà Nội,QuǶnh Côi,Yên Nghĩa,BX QuǶnh Côi - ĐT217 - QL10 - QL39 - Cao tốc Pháp Vân Cầu Giẽ - ĐT427 (Đường 71 cǜ) - QL1A cǜ - Đường Ngọc Hồi - Đường 70 (Đường Cầu Bươu - Đường Phan Trọng Tuệ) - Đường Phúc La - Văn Phú - Đường Quang Trung - QL6 - BX Yên Nghĩa,95
1729.1717.A,Thái Bình,Hà Nội,QuǶnh Côi,Sơn Tây,BX QuǶnh Côi - QL10 - QL39 - QL38B - QL21B (Hà Nam) - QL21 - Đường Hồ Chí Minh - Xuân Mai - QL21 - BX Sơn Tây,88
1729.1717.B,Thái Bình,Hà Nội,QuǶnh Côi,Sơn Tây,BX QuǶnh Côi - ĐT217 - QL10 - QL39 - QL38B - QL21B (Hà Nam) - QL21 - BX Sơn Tây,160
1729.1811.A,Thái Bình,Hà Nội,Huyện Kiến Xương,Giáp Bát,BX Huyện Kiến Xương - ĐT458 - Lý Thường Kiệt - Trần Thái Tông - Hùng Vương - QL10 - QL21 - QL1 - Pháp Vân Cầu Giẽ - BX Giáp Bát,121
1729.1815.A,Thái Bình,Hà Nội,Huyện Kiến Xương,Nước Ngầm,BX Huyện Kiến Xương - ĐT458 - QL10 - QL21 - QL1 - Pháp Vân Cầu Giẽ - BX Nước Ngầm,127
1729.1816.A,Thái Bình,Hà Nội,Huyện Kiến Xương,Yên Nghĩa,BX Huyện Kiến Xương - QL10 - BX Yên Nghĩa,123
1729.2011.A,Thái Bình,Hà Nội,Huyện Hưng Hà,Giáp Bát,BX Huyện Hưng Hà - QL39 - Cầu Triều Dương - TP Hưng Yên - QL5 - Cầu Thanh Trì - Yên Sở - Pháp Vân - Đường Giải Phóng - BX Giáp Bát,79
1729.2012.A,Thái Bình,Hà Nội,Huyện Hưng Hà,Gia Lâm,BX Huyện Hưng Hà - QL39 - QL5 - BX Gia Lâm,82
1729.2015.A,Thái Bình,Hà Nội,Huyện Hưng Hà,Nước Ngầm,BX Hưng Hà - QL39 - QL5 - BX Nước Ngầm,69
1729.2015.E,Thái Bình,Hà Nội,Huyện Hưng Hà,Nước Ngầm,BX Hưng Hà - QL39 - Hưng Yên - Cầu Thanh Trì - Yên Sở - Pháp Vân - BX Nước Ngầm,69
1729.2016.A,Thái Bình,Hà Nội,Huyện Hưng Hà,Yên Nghĩa,BX Hưng Hà - QL39 - QL5 - Cầu Thanh Trì - BX Yên Nghĩa,94
1729.2016.B,Thái Bình,Hà Nội,Huyện Hưng Hà,Yên Nghĩa,BX Huyện Hưng Hà - QL39 - Cầu Triều Dương - TP Hưng Yên - Cầu Yên Lệnh - QL38 - QL21 - Cao tốc Pháp Vân Cầu Giẽ - Vành đai 3 trên cao - BX Yên Nghĩa,80
1729.2017.A,Thái Bình,Hà Nội,Huyện Hưng Hà,Sơn Tây,BX Hưng Hà - QL39 - QL5 - Cầu Thanh Trì - Đường trên cao vành đai 3 - Đại lộ Thăng Long - QL21 - BX Sơn Tây,140
1729.2211.A,Thái Bình,Hà Nội,Huyện Tiền Hải,Giáp Bát,BX Tiền Hải - QL37B - ĐT458 - QL10 - QL21 - QL1 - CT Pháp Vân Cầu Giẽ - Đ Giải Phóng - BX Giáp Bát,130
1729.2212.A,Thái Bình,Hà Nội,Huyện Tiền Hải,Gia Lâm,BX Tiền Hải - QL37B - QL39 - QL5 - BX Gia Lâm,123
1729.2215.A,Thái Bình,Hà Nội,Huyện Tiền Hải,Nước Ngầm,BX Tiền Hải - QL37B - ĐT458 - QL10 - QL21 - QL1 - Pháp Vân Cầu Giẽ - BX Nước Ngầm,145
1729.2216.A,Thái Bình,Hà Nội,Huyện Tiền Hải,Yên Nghĩa,BX Huyện Tiền Hải - QL37B - BX Yên Nghĩa,96
1729.2217.A,Thái Bình,Hà Nội,Huyện Tiền Hải,Sơn Tây,BX Tiền Hải - QL37B - ĐT458 - QL10 - QL21 - Phủ Lý - QL21 - Đường Hồ Chí Minh - Ngã ba Xuân Mai - QL21 - BX Sơn Tây,137
1734.1111.A,Thái Bình,Hải Dương,Trung tâm TP Thái Bình,Hải Dương,BX Hải Dương - Quán Thánh - Đường gom QL5 - ĐT391 - QL10 - BX Trung tâm TP Thái Bình,70
1734.1814.A,Thái Bình,Hải Dương,Huyện Kiến Xương,Phía Đông TP Chí Linh,BX Kiến Xương - ĐT458 - QL10 - ĐT391 - QL5 - QL37 - BX Phía Đông Sao Đỏ,100
1734.1816.A,Thái Bình,Hải Dương,Huyện Kiến Xương,Nam Sách,BX Kiến Xương - ĐT458 - QL10 - ĐT391 - QL5 - QL37 - BX Nam Sách,90
1735.1111.A,Thái Bình,Ninh Bình,Trung tâm TP Thái Bình,Ninh Bình,BX Ninh Bình - QL10 - BX Trung tâm TP Thái Bình,55
1735.1113.A,Thái Bình,Ninh Bình,Trung tâm TP Thái Bình,Nho Quan,BX Nho Quan - QL12B - QL1 - QL10 - BX Trung tâm TP Thái Bình,96
1735.1113.B,Thái Bình,Ninh Bình,Trung tâm TP Thái Bình,Nho Quan,BX Nho Quan - ĐT477 - QL1 - QL10 - BX Trung tâm TP Thái Bình,85
1735.1118.A,Thái Bình,Ninh Bình,Trung tâm TP Thái Bình,Lai Thành,BX Lai Thành - QL10 - BX Trung tâm TP Thái Bình,85
1735.1120.A,Thái Bình,Ninh Bình,Trung tâm TP Thái Bình,Phía Đông TP Ninh Bình,BX Phía Đông TP Ninh Bình - QL10 - BX Trung tâm TP Thái Bình,60
1735.2011.A,Thái Bình,Ninh Bình,Huyện Hưng Hà,Ninh Bình,BX Ninh Bình - QL1A - TP Phủ Lý - Liêm Tuyền - QL38 - Đường Thái Bình - Hà Nam - ĐT453 - QL39 - BX Hưng Hà,75
1735.2013.A,Thái Bình,Ninh Bình,Huyện Hưng Hà,Nho Quan,BX Huyện Hưng Hà - QL10 - QL21 - QL1 - BX Nho Quan,94
1735.2013.B,Thái Bình,Ninh Bình,Huyện Hưng Hà,Nho Quan,BX Huyện Hưng Hà - QL10 - QL21 - QL1 - 12B - BX Nho Quan,94
1736.1105.A,Thái Bình,Thanh Hóa,Trung tâm TP Thái Bình,Phía Bắc TP Thanh Hóa,BX Trung tâm TP Thái Bình - QL10 - QL1 - BX Phía Bắc Thanh Hóa,115
1736.1106.A,Thái Bình,Thanh Hóa,Trung tâm TP Thái Bình,Phía Nam TP Thanh Hóa,BX Trung tâm TP Thái Bình - QL10 - QL1 - BX Phía Bắc TP Thanh Hóa,115
1736.1107.A,Thái Bình,Thanh Hóa,Trung tâm TP Thái Bình,Nghi Sơn,BX Trung tâm TP Thái Bình - QL10 - Nam Định - QL1 - Cầu Nguyệt Viên - Đường tránh TP Thanh Hóa - QL1 - ĐT513 - BX Nghi Sơn,170
1736.1119.A,Thái Bình,Thanh Hóa,Trung tâm TP Thái Bình,Thạch Quảng,BX Thạch Quảng - QL217B - QL1 - QL10 - BX Trung tâm TP Thái Bình,170
1736.2216.A,Thái Bình,Thanh Hóa,Huyện Tiền Hải,Thị trấn Yên Cát,BX Tiền Hải - QL37B - ĐT458 - QL10 - QL1A - QL45 - BX Yên Cát,200
1737.1114.A,Thái Bình,Nghệ An,Trung tâm TP Thái Bình,Nghĩa Đàn,BX Trung tâm TP Thái Bình - QL10 - QL1A - QL48 - BX Nghĩa Đàn,256
1737.1115.A,Thái Bình,Nghệ An,Trung tâm TP Thái Bình,Đô Lương,BX Trung tâm TP Thái Bình - QL10 - QL1A - QL7 - BX Đô Lương,256
1737.1116.A,Thái Bình,Nghệ An,Trung tâm TP Thái Bình,Nam Đàn,BX Trung tâm TP Thái Bình - QL10 - QL1A - QL46 - BX Nam Đàn,256
1737.1125.A,Thái Bình,Nghệ An,Trung tâm TP Thái Bình,Phía Bắc TP Vinh,BX Trung tâm TP Thái Bình - QL10 - QL1A - Ngã 3 Quán Hành - Đ Thăng Long - BX Phía Bắc TP Vinh,256
1737.1126.A,Thái Bình,Nghệ An,Trung tâm TP Thái Bình,Miền Trung,BX Trung tâm TP Thái Bình - QL10 - QL1A - BX Miền Trung,256
1737.1128.A,Thái Bình,Nghệ An,Trung tâm TP Thái Bình,Phía Đông TP Vinh,BX Trung tâm TP Thái Bình - QL10 - QL1A - QL46 - BX Phía Đông TP Vinh,256
1738.2021.A,Thái Bình,Hà Tĩnh,Huyện Hưng Hà,KǶ Lâm,BX Hưng Hà - QL39 - QL10 - QL1A - BX KǶ Lâm,400
1743.1111.A,Thái Bình,Đà Nẵng,Trung tâm TP Thái Bình,Trung tâm Đà Nẵng,BX Trung tâm Đà Nẵng - Tôn Đức Thắng - Nguyễn Văn Cừ - Tạ Quảng Bửu - Hầm đèo Hải Vân - QL1A - QL10 - BX Trung tâm TP Thái Bình,724
1747.1111.A,Thái Bình,Đắk Lắk,Trung tâm TP Thái Bình,Phía Bắc Buôn Ma Thuột,BX Trung tâm TP Thái Bình - Trần Thái Tông - Hùng Vương - QL10 - QL1 - QL14 - BX Phía Bắc Buôn Ma Thuột,1362
1747.1113.A,Thái Bình,Đắk Lắk,Trung tâm TP Thái Bình,Buôn Hồ,BX Buôn Hồ - QL14 - QL14B - QL1A - QL10 - BX Trung tâm TP Thái Bình,1250
1747.1116.A,Thái Bình,Đắk Lắk,Trung tâm TP Thái Bình,Ea H'Leo,BX Ea H'Leo - QL14 - Đường Hồ Chí Minh - QL1 - BX Trung tâm TP Thái Bình,1560
1747.1119.A,Thái Bình,Đắk Lắk,Trung tâm TP Thái Bình,Krông Ana,BX Trung tâm TP Thái Bình - Trần Thái Tông - Hùng Vương - QL10 - QL1 - QL14 - Đ Hồ Chí Minh - BX Krông Ana,1381
1747.1122.A,Thái Bình,Đắk Lắk,Trung tâm TP Thái Bình,Krông Bông,BX Krông Bông - TL12 - QL27 - QL19 - QL1A - QL10 - BX Trung tâm TP Thái Bình,1400
1747.1515.A,Thái Bình,Đắk Lắk,Huyện Thái Thụy,Phước An,BX Phước An - QL26 - QL14 - QL19 - QL1 - QL10 - BX Huyện Thái Thụy,1400
1747.1517.A,Thái Bình,Đắk Lắk,Huyện Thái Thụy,Quảng Phú,BX Huyện Thái Thụy - QL39 - QL10 - QL1A - Đường Hồ Chí Minh (QL14 cǜ) - Đường tránh phía Tây Buôn Ma Thuột - ĐT688 (TL8 cǜ) - BX Quảng Phú,1380
1747.1518.A,Thái Bình,Đắk Lắk,Huyện Thái Thụy,Ea Súp,BX Ea Súp - TL1 - QL14 - QL14B - QL1A - QL10 - BX Huyện Thái Thuỵ,1430
1747.1524.A,Thái Bình,Đắk Lắk,Huyện Thái Thụy,M'Drắk,BX Huyện Thái Thụy - QL39 - QL10 - QL1 - BX Huyện M'Drắk,1301
1747.1611.A,Thái Bình,Đắk Lắk,Huyện Đông Hưng,Phía Bắc Buôn Ma Thuột,BX Huyện Đông Hưng - QL10 - QL1 - Đường Hồ Chí Minh - QL14 - BX Phía Bắc Buôn Ma Thuột,1345
1747.1619.A,Thái Bình,Đắk Lắk,Huyện Đông Hưng,Krông Ana,BX Krông Ana - TL2 - QL14 - Đường Hồ Chí Minh - QL1A - QL10 - BX Huyện Đông Hưng,1380
1747.1715.A,Thái Bình,Đắk Lắk,QuǶnh Côi,Phước An,BX Phước An - QL26 - QL14 - QL19 - QL1 - QL10 - BX QuǶnh Côi,1400
1747.1719.A,Thái Bình,Đắk Lắk,QuǶnh Côi,Krông Ana,BX Krông Ana - TL2 - QL14 - QL14B - QL1A - QL10 - BX QuǶnh Côi,1300
1747.2017.A,Thái Bình,Đắk Lắk,Huyện Hưng Hà,Quảng Phú,BX Quảng Phú - TL8 - Đường tránh TP Buôn Ma Thuột - QL14 - QL19 - QL1A - QL10 - QL39 - BX Hưng Hà,1400
1747.2214.A,Thái Bình,Đắk Lắk,Huyện Tiền Hải,Ea Kar,BX Tiền Hải - QL1 - QL14B - QL14 - QL26 - BX Ea Kar,1400
1748.1111.A,Thái Bình,Đắk Nông,Trung tâm TP Thái Bình,Liên tỉnh Đắk Nông,BX Liên tỉnh Đắk Nông - QL14 - QL14B - QL1 - QL10 - Đường Hùng Vương - Đường Trần Thái Tông - BX Trung tâm TP Thái Bình,1381
1748.1117.A,Thái Bình,Đắk Nông,Trung tâm TP Thái Bình,Quảng Sơn,BX Quảng Sơn - QL28 - Cư Jút - QL14 - QL19 - QL1A - QL10 - BX Trung tâm TP Thái Bình,1300
1748.1119.A,Thái Bình,Đắk Nông,Trung tâm TP Thái Bình,Huyện Đắk Song,BX Trung tâm TP Thái Bình - QL10 - QL1 - QL14B - QL14 - BX Đắk Song,1350
1748.1511.A,Thái Bình,Đắk Nông,Huyện Thái Thụy,Liên tỉnh Đắk Nông,BX Liên tỉnh Đắk Nông - QL14 - QL14B - QL1 - QL10 - BX Thái Thụy,1381
1748.1611.A,Thái Bình,Đắk Nông,Huyện Đông Hưng,Liên tỉnh Đắk Nông,BX Liên tỉnh Đắk Nông - QL14 - QL14B - QL1 - QL10 - BX Đông Hưng,1381
1748.1612.A,Thái Bình,Đắk Nông,Huyện Đông Hưng,Huyện Đắk R'Lấp,BX Đắk R’Lấp - QL14 - QL14B - QL1 - QL10 - BX Đông Hưng,1381
1748.2011.A,Thái Bình,Đắk Nông,Huyện Hưng Hà,Liên tỉnh Đắk Nông,BX Liên tỉnh Đắk Nông - QL14 - QL14B - QL1 - QL10 - QL39 - BX Hưng Hà,1381
1748.2012.A,Thái Bình,Đắk Nông,Huyện Hưng Hà,Huyện Đắk R'Lấp,BX Gia Nghĩa - QL14 - QL14B - QL1 - QL10 - QL39 - BX Hưng Hà,1381
1748.2015.A,Thái Bình,Đắk Nông,Huyện Hưng Hà,Huyện Cư Jút,BX Cư Jút - QL14 - QL14B - QL1 - QL10 - QL39 - BX Hưng Hà,1150
1748.2016.A,Thái Bình,Đắk Nông,Huyện Hưng Hà,Quảng Khê,BX Quảng Khê - QL28 - QL14B - QL1 - QL10 - BX Hưng Hà,1407
1749.1111.A,Thái Bình,Lâm Đồng,Trung tâm TP Thái Bình,Liên tỉnh Đà Lạt,BX Trung tâm TP Thái Bình - QL10 - QL1 - QL27 - QL20 - BX Liên tỉnh Đà Lạt,1600
1749.1112.A,Thái Bình,Lâm Đồng,Trung tâm TP Thái Bình,Đức Long Bảo Lộc,BX Trung tâm TP Thái Bình - QL10 - QL1 - QL27 - QL20 - QL25 - BX Đức Long Bảo Lộc,1600
1750.1114.A,Thái Bình,TP. Hồ Chí Minh,Trung tâm TP Thái Bình,An Sương,BX Trung tâm TP Thái Bình - QL10 - QL1 - QL22 - BX An Sương,1710
1750.1117.A,Thái Bình,TP. Hồ Chí Minh,Trung tâm TP Thái Bình,Miền Đông Mới,BX Trung tâm TP Thái Bình - QL10 - QL1 - BX Miền Đông Mới,1699
1750.1217.A,Thái Bình,TP. Hồ Chí Minh,Hoàng Hà,Miền Đông Mới,BX Hoàng Hà - QL10 - QL1 - QL13 - BX Miền Đông Mới,1582
1750.1517.A,Thái Bình,TP. Hồ Chí Minh,Huyện Thái Thụy,Miền Đông Mới,BX Miền Đông Mới - QL13 - QL1 - BX Thái Thụy,1800
1750.1812.A,Thái Bình,TP. Hồ Chí Minh,Huyện Kiến Xương,Miền Tây,BX Kiến Xương - ĐT458 - QL10 - QL1 - Đường Kinh Dương Vương - BX Miền Tây,1600
1750.1816.A,Thái Bình,TP. Hồ Chí Minh,Huyện Kiến Xương,Ngã Tư Ga,BX Kiến Xương - QL37B - ĐT458 - QL10 - QL1A - BX Ngã Tư Ga,1590
1750.1817.A,Thái Bình,TP. Hồ Chí Minh,Huyện Kiến Xương,Miền Đông Mới,BX Kiến Xương - ĐT458 - QL10 - QL1 - BX Miền Đông Mới,1718
1750.2016.A,Thái Bình,TP. Hồ Chí Minh,Huyện Hưng Hà,Ngã Tư Ga,BX Huyện Hưng Hà - QL39 - QL10 - QL1 - BX Ngã Tư Ga,1700
1750.2017.A,Thái Bình,TP. Hồ Chí Minh,Huyện Hưng Hà,Miền Đông Mới,BX Huyện Hưng Hà - QL39 - QL10 - QL1 - BX Miền Đông Mới,1731
1750.2212.A,Thái Bình,TP. Hồ Chí Minh,Huyện Tiền Hải,Miền Tây,BX Huyện Tiền Hải - QL37B - ĐT458 - QL10 - QL1 - Đường Hồ Chí Minh - QL13 - QL1 - Đường Kinh Dương Vương - BX Miền Tây,1600
1750.2214.A,Thái Bình,TP. Hồ Chí Minh,Huyện Tiền Hải,An Sương,BX Huyện Tiền Hải - ĐT458 - QL10 - QL1 - QL56 - QL51B - QL1A - BX An Sương,1740
1750.2217.A,Thái Bình,TP. Hồ Chí Minh,Huyện Tiền Hải,Miền Đông Mới,BX Huyện Tiền Hải - QL37B - ĐT458 - QL10 - QL1 - BX Miền Đông Mới,1731
1760.1154.A,Thái Bình,Đồng Nai,Trung tâm TP Thái Bình,Phú Thạnh,BX Phú Thạnh - ĐT769 - Đường 25B - QL51 - Đường Võ Nguyên Giáp (Đoạn Tránh QL1A) - QL1A - QL10 - BX Trung Tâm TP Thái Bình,1720
1761.1511.A,Thái Bình,Bình Dương,Huyện Thái Thụy,Bình Dương,BX Bình Dương - QL13 - Ngã tư Bình Phước - QL1A - BX Huyện Thái Thụy,1700
1761.1811.A,Thái Bình,Bình Dương,Huyện Kiến Xương,Bình Dương,BX Bình Dương - QL13 - Ngã tư Bình Phước - QL1A - QL10 - ĐT458 - BX Kiến Xương,1780
1761.2011.A,Thái Bình,Bình Dương,Huyện Hưng Hà,Bình Dương,BX Huyện Hưng Hà - QL39 - QL10 - QL1A - Ngã tư Bình Phước - QL13 - BX Bình Dương,1700
1761.2211.A,Thái Bình,Bình Dương,Huyện Tiền Hải,Bình Dương,BX Huyện Tiền Hải - QL37B - ĐT458 - QL10 - QL1 - BX Bình Dương,1700
1768.1111.A,Thái Bình,Kiên Giang,Trung tâm TP Thái Bình,Kiên Giang,BX Trung tâm TP Thái Bình - QL10 - QL1 - QL80 - BX Kiên Giang,1962
1768.1511.A,Thái Bình,Kiên Giang,Huyện Thái Thụy,Kiên Giang,BX Huyện Thái Thụy - QL39 - QL10 - QL1 - BX Kiên Giang,1989
1768.1613.A,Thái Bình,Kiên Giang,Huyện Đông Hưng,Hà Tiên,BX Huyện Đông Hưng - QL10 - QL1A - QL80 - BX Hà Tiên,1999
1768.1813.A,Thái Bình,Kiên Giang,Huyện Kiến Xương,Hà Tiên,BX Huyện Kiến Xương - ĐT458 - QL10 - QL1 - QL91 - QL80 - BX Hà Tiên,2059
1768.1814.A,Thái Bình,Kiên Giang,Huyện Kiến Xương,Kiên Lương,BX Huyện Kiến Xương - ĐT458 - QL10 - QL1 - QL91 - QL80 - BX Kiên Lương,2004
1769.2211.A,Thái Bình,Cà Mau,Huyện Tiền Hải,Cà Mau,BX Tiền Hải - QL37B - ĐT458 - QL10 - QL1 - BX Cà Mau,1920
1772.1112.A,Thái Bình,Bà Rịa - Vǜng Tàu,Trung tâm TP Thái Bình,Vǜng Tàu,BX Vǜng Tàu - Đường 3/2 - QL51 - QL1A - QL10 - BX Trung tâm TP Thái Bình,1800
1772.1512.A,Thái Bình,Bà Rịa - Vǜng Tàu,Huyện Thái Thụy,Vǜng Tàu,BX Huyện Thái Thụy - QL39 - QL10 - QL1 - QL51 - BX Vǜng Tàu,1687
1772.2212.A,Thái Bình,Bà Rịa - Vǜng Tàu,Huyện Tiền Hải,Vǜng Tàu,BX Huyện Tiền Hải - QL37B - ĐT458 - QL10 - QL1 - QL51 - BX Vǜng Tàu,1687
1775.1111.A,Thái Bình,Thừa Thiên Huế,Trung tâm TP Thái Bình,Phía Bắc TP Huế,BX Phía Bắc TP Huế - QL1 - QL10 - BX Trung tâm TP Thái Bình,630
1778.2016.A,Thái Bình,Phú Yên,Huyện Hưng Hà,Sơn Hòa,BX Huyện Hưng Hà - QL39 - QL10 - QL1 - QL25 - BX Sơn Hòa,1701
1781.1111.A,Thái Bình,Gia Lai,Trung tâm TP Thái Bình,Đức Long Gia Lai,BX Trung tâm TP Thái Bình - QL10 - QL1A - QL19 - BX Đức Long Gia Lai,1700
1781.1115.A,Thái Bình,Gia Lai,Trung tâm TP Thái Bình,KBang,BX Kbang - TL669 - QL19 - QL1 - QL21 - BX Trung tâm TP Thái Bình,1250
1781.1618.A,Thái Bình,Gia Lai,Huyện Đông Hưng,Krông Pa,BX Krông Pa - QL25 - QL14 - QL1 - QL10 - BX Đông Hưng,1700
1782.1111.A,Thái Bình,Kon Tum,Trung tâm TP Thái Bình,Kon Tum,BX Trung tâm TP Thái Bình - QL10 - QL1 - Đường mòn Hồ Chí Minh - BX Kon Tum,1033
1782.1111.B,Thái Bình,Kon Tum,Trung tâm TP Thái Bình,Kon Tum,BX Kon Tum - QL14 (Đường Hồ Chí Minh) - QL14B - QL1A - Đường tránh Thành phố Vinh - Thanh Hóa - QL10 - BX Trung tâm TP Thái Bình,1700
1782.1115.A,Thái Bình,Kon Tum,Trung tâm TP Thái Bình,Kon Plông,BX Trung tâm TP Thái Bình - QL10 - Thanh Hóa - Đường tránh thành phố Vinh - QL1A - QL14B - Đường Hồ Chí Minh - QL24 - BX Kon Plông,1090
1782.2011.A,Thái Bình,Kon Tum,Huyện Hưng Hà,Kon Tum,BX KonTum - Đường Hồ Chí Minh - QL14B - Đà Nẵng - QL1A - QL10 - QL39 - BX Hưng Hà,1150
1782.2015.A,Thái Bình,Kon Tum,Huyện Hưng Hà,Kon Plông,BX Hưng Hà - QL39 - QL10 - Đường tránh thành phố Thái Bình - QL10 - Thanh Hóa - Đường tránh thành phố Vinh - QL1A - QL14B - Đường Hồ Chí Minh - QL24 - BX Kon Plông,1140
1788.1111.A,Thái Bình,Vĩnh Phúc,Trung tâm TP Thái Bình,Vĩnh Yên,BX Trung tâm TP Thái Bình - QL10 - QL39 - Cầu Triều Dương - QL5 - QL2 - BX Vĩnh Yên,180
